ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
0	305,393,309	59,77,72	220,353,149	81,135,63	298	149
1	192,306,204	2,20,9	158,217,126	13,6,7	151	149
2	2,7,2	189,299,195	0,1,0	172,212,131	193	149
3	0,0,1	333,379,287	3,4,3	793,1060,489	164	149
4	8,13,8	693,826,730	5,7,1	608,581,345	151	149
5	26,41,34	8,18,13	17,30,12	14,13,10	154	149
6	4,4,4	76,80,100	0,5,4	138,161,65	169	149
7	1,0,2	17,21,18	0,2,0	27,41,6	175	149
9	98,149,162	0,1,0	112,306,135	0,0,0	155	149
10	91,188,126	0,1,6	79,94,64	2,0,0	163	149
11	1,2,0	69,105,93	0,1,0	42,115,62	169	149
12	48,62,52	131,152,135	27,59,40	28,120,44	151	149
13	29,66,26	97,191,75	36,84,25	82,186,100	154	149
14	2,1,0	1117,1162,978	0,1,0	1098,1899,910	172	149
15	2,4,2	31,59,48	0,4,0	59,77,34	151	149
16	13,21,19	2,6,2	9,9,15	6,7,6	166	149
17	11,14,25	12,9,5	11,7,1	3,17,2	151	149
18	358,505,399	0,0,0	482,707,433	0,2,0	152	149
20	82,96,77	4,0,2	45,115,45	0,3,0	151	149
21	6,1,2	0,0,0	12,28,11	1,0,0	151	149
22	2,0,0	176,168,138	0,0,0	20,60,37	166	149
23	122,133,91	0,0,0	153,200,104	0,1,0	154	149
24	89,55,39	4,6,3	42,102,37	3,3,0	155	149
25	572,733,817	7,1,2	641,1480,770	0,7,1	152	149
26	56,50,61	13,38,12	73,84,38	33,54,29	153	149
27	223,332,326	355,557,490	233,370,197	554,717,335	157	149
28	25,51,25	43,29,21	31,37,18	2,25,8	151	149
29	8,5,2	4069,4656,4178	10,13,3	5528,6697,3412	170	149
30	57,53,42	0,2,0	33,98,20	0,0,1	160	149
31	112,125,49	2,1,2	101,114,54	2,2,0	151	149
32	72,93,82	23,28,28	108,144,66	27,35,23	151	149
33	0,0,1	12,1,1	1,2,2	1,5,6	151	149
34	0,0,2	0,0,0	1,3,0	0,0,1	151	149
35	0,0,1	8,14,7	0,0,0	4,12,6	151	149
39	25,82,66	9,23,19	63,101,41	28,29,19	150	149
40	1,0,0	10,9,4	2,2,2	2,3,0	178	149
41	8,7,3	10,34,25	6,17,5	32,28,19	151	149
42	40,34,43	53,24,25	32,57,16	29,33,21	151	149
43	0,0,2	40,62,40	2,2,0	53,62,33	154	149
44	12,24,37	39,30,33	16,28,16	41,62,32	151	149
45	149,138,117	0,1,2	113,212,127	0,8,3	151	149
47	14,25,10	0,0,3	32,21,19	0,4,1	183	149
48	91,75,73	0,4,0	64,140,58	0,0,0	161	149
49	32,66,21	2,0,0	16,54,15	2,0,0	163	149
52	248,250,154	4,10,7	364,528,220	13,28,12	151	149
53	37,68,49	1,0,0	48,88,56	2,2,0	154	149
55	258,362,389	0,0,1	490,554,334	0,1,0	151	149
56	1,2,3	78,96,75	4,1,1	73,103,42	151	149
57	5,3,0	320,381,321	10,4,3	530,689,351	168	149
58	3,1,3	10,15,15	0,0,0	19,9,9	196	149
59	7,8,7	7,6,1	2,15,4	13,4,6	168	149
63	9,23,2	16,12,0	3,23,6	4,6,4	151	149
65	64,56,69	0,0,0	91,135,52	0,2,2	156	149
66	8,10,9	3,3,7	10,8,6	3,4,6	168	149
67	6,4,2	52,45,44	2,2,4	17,40,17	157	149
68	122,223,122	51,63,38	107,134,70	24,43,21	157	149
69	173,232,124	31,49,29	166,244,164	26,56,41	151	149
70	62,77,49	0,0,0	72,114,51	0,1,0	155	149
71	224,228,162	7,5,2	124,211,94	0,5,1	160	149
72	2,1,5	53,46,34	0,2,0	38,46,27	178	149
73	27,59,38	8,6,1	31,49,31	4,7,0	154	149
74	60,80,64	168,176,86	50,81,34	204,290,142	298	149
75	7,13,10	310,406,298	5,10,9	384,630,287	179	149
77	0,2,0	17,28,12	0,0,0	11,15,13	151	149
78	42,62,26	6,26,7	38,47,25	4,14,12	151	149
79	160,184,147	0,0,1	240,375,203	2,6,2	158	149
81	283,302,342	40,43,50	394,848,458	61,122,65	170	149
82	4,0,0	5,19,2	0,4,0	17,31,15	151	149
83	55,76,48	0,1,0	109,129,76	0,0,0	151	149
88	257,325,284	199,255,197	221,403,173	250,379,151	211	149
91	11,15,2	0,0,0	2,2,0	0,0,10	160	149
92	22,24,30	143,151,144	28,80,25	103,303,143	152	149
93	98,106,95	142,222,138	84,114,51	141,179,128	151	149
94	1,4,9	106,142,145	6,6,5	170,238,148	151	149
95	160,203,125	3,0,0	130,351,179	0,3,0	181	149
96	121,182,138	0,2,7	110,133,50	2,3,0	280	149
97	4,1,0	7,8,4	4,8,3	3,3,0	167	149
98	1,3,2	338,347,243	5,5,1	245,491,226	181	149
99	1,3,2	224,195,158	5,5,3	83,209,114	154	149
100	55,30,35	2,1,4	38,64,18	0,3,4	151	149
101	4,1,5	51,39,38	0,1,3	34,58,41	298	149
102	58,58,47	45,33,47	71,90,53	49,89,36	151	149
103	2,2,0	529,578,470	0,2,2	434,877,390	184	149
104	7,10,7	213,250,245	2,8,4	166,291,155	151	149
105	6,9,0	7,21,4	2,1,0	6,25,3	172	149
106	447,590,297	0,0,0	249,493,181	0,8,0	152	149
109	206,296,238	9,12,7	400,514,288	2,15,4	158	149
112	0,0,0	251,300,223	0,2,0	190,419,201	190	149
117	2,4,3	12,26,10	9,13,2	4,17,14	151	149
118	7,20,26	0,2,2	25,26,11	4,0,0	231	149
119	40,72,69	238,331,305	74,101,61	363,585,331	231	149
120	134,234,194	0,0,1	238,372,159	0,0,0	285	149
122	610,588,494	6,5,4	521,718,471	4,13,2	151	149
123	8,6,17	252,296,242	5,25,3	194,357,229	160	149
124	5,15,15	4,19,3	17,19,9	8,9,4	183	149
125	18,14,9	110,95,79	15,15,11	50,129,47	169	149
126	88,117,136	0,0,0	105,220,105	2,0,2	155	149
127	0,0,1	29,31,17	0,2,3	33,73,34	167	149
128	23,39,40	24,57,48	25,53,16	70,74,37	151	149
129	17,27,12	99,107,69	7,9,3	35,102,38	151	149
130	1,0,0	116,169,124	0,0,0	101,163,67	151	149
133	1026,1392,1295	0,4,9	1580,2526,1301	4,12,3	150	149
134	46,54,48	4,7,19	10,65,34	6,15,5	157	149
136	0,2,0	4,6,1	3,0,0	5,7,1	157	149
137	8,22,7	9,16,12	10,7,9	20,11,8	151	149
139	180,73,64	0,0,0	184,347,194	0,2,0	154	149
140	3,4,3	31,43,20	0,3,0	21,36,22	298	149
142	1,0,2	1046,1041,922	0,0,0	915,1746,880	151	149
144	96,136,92	0,1,4	82,147,66	1,4,5	182	149
145	57,90,79	0,0,0	74,142,76	0,2,0	154	149
146	13,47,14	0,0,3	16,10,9	0,0,0	154	149
147	2,1,1	4811,5088,4113	0,3,3	6700,14716,7159	151	149
149	9,13,8	17,26,3	2,10,6	14,20,12	160	149
151	5,2,6	33,41,30	9,19,8	9,37,18	151	149
153	17,12,11	118,117,75	11,19,13	65,121,68	151	149
154	9,11,9	23,14,21	13,23,7	10,37,9	200	149
155	40,28,18	101,159,96	21,39,5	77,146,105	169	149
156	5052,2318,3628	10,4,5	10962,21677,11956	25,39,35	152	149
158	4,12,6	0,2,2	4,15,4	0,0,3	154	149
159	0,2,2	1,8,0	0,1,0	0,0,0	151	149
164	31,44,41	4,3,3	23,93,45	3,9,2	169	149
165	105,114,95	13,12,11	104,155,91	8,33,6	156	149
166	63,41,57	0,0,2	54,97,64	2,0,0	203	149
167	5,9,6	96,103,61	2,13,3	8,66,15	159	149
168	105,108,82	0,0,0	181,218,129	2,0,0	155	149
169	0,2,2	15,24,12	4,3,4	11,18,17	151	149
170	12,21,16	10,15,23	100,91,51	59,94,43	159	149
171	0,0,2	48,57,34	1,0,1	42,80,55	169	149
172	2,2,3	87,79,82	3,5,2	110,158,66	151	149
173	5,2,10	4,13,12	19,13,19	15,19,9	151	149
174	10,7,1	1,7,6	17,24,11	10,22,10	151	149
175	0,1,0	2,9,8	0,2,0	12,17,22	153	149
176	3,6,6	0,0,0	19,29,26	4,15,5	159	149
177	83,45,39	54,30,25	78,392,169	55,229,87	151	149
178	0,2,0	0,0,0	1,0,1	3,0,0	184	149
179	138,175,172	27,37,26	149,316,142	43,42,28	151	149
180	28,37,37	69,75,42	29,39,21	78,74,44	151	149
181	8,13,15	0,2,0	14,13,2	2,2,0	151	149
182	15,41,20	0,0,3	32,48,30	0,0,2	151	149
183	53,31,24	0,0,1	27,44,19	0,3,2	154	149
184	6,6,1	4,1,1	8,6,3	4,4,3	182	149
186	0,0,1	288,319,286	0,0,0	337,474,208	166	149
188	5,0,1	70,60,35	2,4,4	9,5,5	298	149
190	0,1,0	116,115,112	0,0,5	118,108,57	171	149
191	48,83,65	0,1,5	85,153,79	1,2,2	162	149
192	170,159,97	6,15,9	128,237,86	5,25,5	157	149
193	122,120,119	4,7,3	142,266,113	1,0,5	217	149
194	101,122,131	0,0,2	118,205,86	0,6,0	181	149
195	66,85,43	0,2,0	71,92,53	2,2,0	152	149
196	154,156,135	18,11,16	104,220,104	12,21,9	163	149
197	1,2,1	56,75,63	1,0,1	36,68,30	169	149
198	0,2,0	5,5,5	0,0,1	3,4,2	164	149
200	4,11,3	0,0,0	4,6,3	0,0,1	171	149
201	12,20,8	11,23,11	8,12,8	10,10,5	269	149
202	8,9,5	11,23,11	4,6,6	10,10,5	246	149
203	0,3,6	21,39,39	4,10,6	30,73,37	151	149
204	187,254,172	5,5,4	401,350,214	15,6,4	166	149
205	112,230,157	29,62,33	108,203,92	32,78,31	151	149
206	244,305,312	103,93,129	333,430,199	123,194,76	151	149
209	10,4,2	20,29,15	1,7,2	11,26,13	151	149
211	15,8,15	477,456,488	6,8,9	304,565,283	166	149
212	447,568,478	0,0,0	478,731,367	2,1,0	178	149
213	21,55,46	0,5,0	71,82,31	2,0,0	151	149
214	42,24,40	0,1,2	20,47,22	2,2,0	171	149
217	15,25,7	10,19,5	16,14,2	14,20,9	153	149
218	49,79,68	0,4,2	47,81,34	5,13,0	183	149
221	17,7,6	89,107,84	4,7,3	59,145,61	153	149
224	4,9,15	9,0,8	22,31,19	17,6,10	203	149
225	3,4,6	3,2,2	2,4,0	0,3,0	203	149
226	108,127,112	31,44,20	100,206,81	25,47,19	160	149
227	0,0,0	6,2,11	0,5,4	1,12,6	158	149
229	293,269,326	42,24,25	245,256,150	13,22,14	154	149
230	1,2,0	56,73,39	1,0,1	34,59,31	196	149
231	17,17,24	32,32,35	12,23,10	25,61,25	151	149
232	14,7,6	0,0,1	16,26,6	3,6,5	156	149
